Customer ID,Name,Surname,Gender,Birthdate,Amount,Date,Merchant Name,Category,Age,Month
28347,Pamela,Nguyen,M,1978-10-26,148.26,2023-06-06,Schwartz-Stephens,Cosmetic,48,6
899551,Sarah,Warner,F,1961-10-30,157.6,2023-07-20,Cook-Williams,Clothing,65,7
485255,Amy,Mercer,F,1970-10-28,2071.69,2023-09-20,"Peck, Horn and Stanley",Travel,56,9
668341,Manuel,Robinson,M,1961-10-30,251.83,2023-06-21,Gonzalez-Castro,Market,65,6
355400,Aaron,Martinez,F,1978-10-26,631.18,2023-09-10,Padilla-Greene,Travel,48,9
796123,Darlene,Tucker,M,1953-11-01,1745.4,2023-03-05,Manning Inc,Travel,73,3
343329,Hannah,Maynard,M,1980-10-25,487.43,2023-01-14,"Gilbert, Hernandez and Wilson",Electronics,46,1
409886,Benjamin,Rice,M,2000-10-20,64.39,2023-05-18,Lynch Inc,Clothing,26,5
11697,Jason,Johnson,F,2001-10-20,2423.86,2023-09-02,King-Wright,Travel,25,9
13908,Scott,Harrison,F,2003-10-20,98.4,2023-09-17,"White, Bernard and Adkins",Cosmetic,23,9
373595,Emily,Mcdaniel,F,1987-10-24,84.46,2023-05-17,Mason PLC,Restaurant,39,5
599093,Thomas,Salas,Unknown,1956-10-31,57.83,2023-08-06,Jimenez Inc,Electronics,70,8
370834,Katherine,Howard,F,1997-10-21,856.38,2023-07-26,Hamilton and Sons,Electronics,29,7
261654,Kevin,Harris,Unknown,1977-10-26,147.43,2023-06-11,Thomas LLC,Cosmetic,49,6
232533,Jose,Gould,M,1958-10-31,128.67,2023-10-07,Sanders PLC,Cosmetic,68,10
555415,Meghan,Acosta,F,1962-10-30,50.21,2023-03-20,"Washington, Hinton and Sparks",Market,64,3
717993,Michael,Huang,M,1998-10-21,71.38,2023-09-26,"French, Wright and Tapia",Clothing,28,9
573771,Dana,Hunt,F,1991-10-23,331.08,2023-06-30,Torres LLC,Electronics,35,6
59223,Lisa,Ross,F,1949-11-02,711.74,2023-07-07,Diaz LLC,Travel,77,7
801291,Sydney,Spencer,Unknown,1980-10-25,1374.86,2023-03-19,Johnson LLC,Travel,46,3
858686,Brian,Mcintyre,F,2003-10-20,39.24,2023-02-18,Morales-Velasquez,Restaurant,23,2
652558,Melanie,Greene,F,1995-10-22,16.68,2023-05-01,Barnes-Walton,Cosmetic,31,5
39683,Anthony,Hoffman,M,1982-10-25,112.63,2023-05-25,Ellis-Zimmerman,Cosmetic,44,5
344613,Michelle,Kim,F,1957-10-31,185.8,2023-05-07,Nguyen-Bradley,Cosmetic,69,5
62730,Matthew,Aguilar,M,1978-10-26,58.11,2023-03-31,"Brooks, Reed and Adams",Restaurant,48,3
816425,Tammy,Williams,F,1966-10-29,66.45,2023-06-23,Cooper Inc,Restaurant,60,6
641954,Justin,Mathews,F,1995-10-22,2035.14,2023-09-14,"Beck, Morris and Murphy",Travel,31,9
904827,Matthew,Hobbs,F,1963-10-30,153.73,2023-06-20,"Blankenship, Atkinson and Howard",Travel,63,6
779830,Ann,Sullivan,F,1955-11-01,130.7,2023-02-12,Hester-Greer,Cosmetic,71,2
765738,Joshua,Burgess,F,1998-10-21,180.37,2023-08-21,Wilcox PLC,Market,28,8
805732,Sabrina,White,F,1980-10-25,2612.99,2023-07-03,"Woodard, Boyd and Mays",Travel,46,7
982485,Leslie,Campbell,Unknown,1982-10-25,139.2,2023-08-04,"White, Hensley and Hayes",Market,44,8
955318,Jeffery,Morgan,F,1972-10-27,235.47,2023-06-18,"Collins, Hill and Chapman",Clothing,54,6
738539,Mary,Pittman,Unknown,2005-10-19,52.71,2023-09-26,"Butler, Stewart and Peterson",Clothing,21,9
396758,Ashley,Carr,M,1976-10-26,12.26,2023-06-10,Howard-Miller,Restaurant,50,6
884080,Joseph,Meadows,F,1980-10-25,147.62,2023-03-15,"Jackson, Ramirez and Jones",Cosmetic,46,3
34415,Juan,Kelly,F,1995-10-22,2770.66,2023-07-28,Peterson LLC,Travel,31,7
164888,Christina,Ellis,F,2001-10-20,654.39,2023-07-29,Ward-Klein,Electronics,25,7
677049,Martha,Gonzales,M,1951-11-02,23.42,2023-05-17,Kelly-Jones,Clothing,75,5
289003,John,Woods,F,1957-10-31,1949.03,2023-01-01,Stephens-Shelton,Travel,69,1
385557,Keith,Clark,F,2003-10-20,47.85,2023-04-17,Smith Inc,Restaurant,23,4
665628,Alejandro,Reed,F,1990-10-23,40.42,2023-08-20,"Odonnell, Bright and Lewis",Clothing,36,8
95705,Amber,Taylor,F,1967-10-29,263.62,2023-01-20,Rogers and Sons,Clothing,59,1
697024,Michael,Hines,Unknown,1961-10-30,76.6,2023-08-04,Oconnor PLC,Cosmetic,65,8
273487,David,Morrison,F,2002-10-20,21.85,2023-04-06,Yu and Sons,Restaurant,24,4
828224,Jennifer,Quinn,M,1949-11-02,154.36,2023-10-08,Phillips Inc,Market,77,10
641695,Nicholas,Jones,F,2001-10-20,40.39,2023-09-14,"Mccormick, Adkins and Cobb",Restaurant,25,9
410859,Christy,Ramos,F,1995-10-22,50.69,2023-10-02,Rogers-Levy,Market,31,10
403963,Jamie,Collier,Unknown,1970-10-28,311.04,2023-05-30,Matthews PLC,Market,56,5
526718,Douglas,Martin,M,1967-10-29,1616.19,2023-07-01,"Jackson, Ray and Cooper",Travel,59,7
364086,Holly,Jackson,M,1952-11-01,839.12,2023-03-23,Carey Ltd,Electronics,74,3
178510,Kimberly,Klein,F,1969-10-28,287.34,2023-08-18,"Chang, Blevins and Miller",Market,57,8
143865,Fernando,Oliver,F,1956-10-31,246.62,2023-08-02,Patterson-Davenport,Market,70,8
946664,Yvonne,Silva,M,1958-10-31,168.28,2023-01-26,Rice-Ramos,Cosmetic,68,1
800246,Margaret,Carter,Unknown,1996-10-21,96.41,2023-03-21,"Miller, Foster and Reed",Cosmetic,30,3
884621,Charles,Glover,F,1963-10-30,344.34,2023-07-20,Kim and Sons,Electronics,63,7
420838,Aaron,Mckee,Unknown,1975-10-27,231.65,2023-02-21,Arnold-Blackburn,Market,51,2
59633,Derrick,Aguilar,M,1967-10-29,211.58,2023-03-27,Montgomery-Ruiz,Market,59,3
361536,Kurt,Dennis,M,1970-10-28,234.16,2023-05-24,"Davis, Griffin and Gates",Clothing,56,5
496809,Timothy,Collier,M,1950-11-02,10.51,2023-09-28,"Baker, Schaefer and Brown",Market,76,9
471552,Courtney,Johnson,M,1981-10-25,304.25,2023-04-16,Bryant-Sanchez,Electronics,45,4
450062,Joy,Padilla,F,1951-11-02,278.38,2023-07-23,Frost-Smith,Market,75,7
925651,Carol,Wilson,M,1976-10-26,159.44,2023-05-18,Arnold Ltd,Clothing,50,5
155186,Lawrence,Williams,F,2005-10-19,21.79,2023-08-29,Cook-Moore,Restaurant,21,8
838514,Andrew,Armstrong,M,2004-10-19,231.35,2023-03-02,Miller Inc,Clothing,22,3
981118,Anthony,Arnold,M,1971-10-28,2362.42,2023-06-28,"Thomas, Simpson and Tyler",Travel,55,6
658610,Nicole,Peterson,M,1965-10-29,395.33,2023-03-20,"Bryant, Mcbride and White",Market,61,3
463162,Stephanie,Miller,Unknown,1958-10-31,958.43,2023-04-28,Young and Sons,Electronics,68,4
707412,Derek,Thompson,F,1985-10-24,94.93,2023-08-27,"Fuller, Bowen and Davis",Restaurant,41,8
514027,Nicole,Kaufman,Unknown,1964-10-29,521.53,2023-06-14,Jackson and Sons,Electronics,62,6
370935,Hector,Saunders,M,1966-10-29,56.48,2023-06-23,"Waters, Morse and Gray",Market,60,6
986863,Jesse,Clark,F,1973-10-27,58.8,2023-05-15,"Richard, Hill and Cohen",Restaurant,53,5
67931,Rebecca,Gamble,Unknown,1963-10-30,313.71,2023-01-31,Dawson-Ellis,Market,63,1
908317,Catherine,Evans,M,1980-10-25,22.38,2023-08-27,"Green, Wilson and Henry",Restaurant,46,8
347539,Andres,Mckinney,M,1966-10-29,11.83,2023-01-25,Smith-Martinez,Restaurant,60,1
726123,Alexander,Li,Unknown,2000-10-20,202.12,2023-06-12,Patel LLC,Market,26,6
79597,Lindsay,Thompson,M,1955-11-01,246.7,2023-05-22,Moreno-Fernandez,Travel,71,5
95898,Raymond,Ayala,M,1969-10-28,58.75,2023-05-05,Webster and Sons,Restaurant,57,5
802243,Alison,Leon,F,1973-10-27,2128.0,2023-05-28,Hays-Leon,Travel,53,5
805206,Lisa,Chavez,F,1949-11-02,86.96,2023-08-28,Horton LLC,Cosmetic,77,8
140219,Michele,Anderson,F,1986-10-24,79.0,2023-06-08,"Brown, Jones and Perez",Cosmetic,40,6
796551,Patricia,Jordan,F,1956-10-31,141.06,2023-05-12,Bass Inc,Cosmetic,70,5
465123,Samuel,Cabrera,F,1972-10-27,95.21,2023-05-26,Fleming-Cantrell,Restaurant,54,5
428576,Jennifer,Tapia,F,1981-10-25,11.98,2023-04-18,Miller-Taylor,Restaurant,45,4
672487,Elizabeth,Johnson,M,1961-10-30,381.13,2023-09-17,Williams Inc,Market,65,9
471101,Christopher,Lewis,Unknown,1980-10-25,442.32,2023-06-20,Parker-Carey,Electronics,46,6
661557,Stephanie,Tran,F,1964-10-29,2311.32,2023-10-10,Roberts and Sons,Travel,62,10
354655,Diane,Hudson,F,2004-10-19,269.51,2023-08-09,Robertson-Golden,Clothing,22,8
41196,Michael,Williams,F,1978-10-26,1854.31,2023-04-03,"Valdez, Carter and Brown",Travel,48,4
202678,Joseph,Powell,F,1964-10-29,1270.81,2023-02-21,Potts-Wood,Travel,62,2
292008,Kelsey,Ibarra,F,2003-10-20,104.15,2023-06-15,Higgins Ltd,Clothing,23,6
313343,William,Willis,M,1988-10-23,996.09,2023-06-24,Jones and Sons,Electronics,38,6
918581,Carrie,Nguyen,Unknown,1998-10-21,230.32,2023-05-14,Harrison-Rose,Clothing,28,5
449817,Betty,Charles,F,1979-10-26,77.12,2023-04-19,"Moore, Thompson and Russell",Restaurant,47,4
147364,Shannon,Ruiz,M,1961-10-30,77.43,2023-03-23,Casey-Powers,Electronics,65,3
595276,Carolyn,Brown,M,1975-10-27,429.49,2023-02-05,"Hayes, Ross and Smith",Market,51,2
266510,Travis,Reed,Unknown,2003-10-20,537.66,2023-03-24,"Perkins, Jimenez and Hunter",Electronics,23,3
138959,Regina,Woods,Unknown,1994-10-22,2371.02,2023-08-22,Robinson-Mitchell,Travel,32,8
465981,Kimberly,Bennett,F,1987-10-24,1868.64,2023-02-26,"Ortiz, Carpenter and Collins",Travel,39,2
528337,Michael,Paul,M,1960-10-30,201.37,2023-02-21,Anderson Inc,Clothing,66,2
538549,Wayne,Madden,F,1979-10-26,149.98,2023-07-22,Stanley-Morris,Market,47,7
806417,Selena,Lewis,Unknown,1985-10-24,75.65,2023-06-23,Stone Group,Electronics,41,6
247945,Lisa,Morse,M,2000-10-20,134.33,2023-01-02,Vega-Jackson,Cosmetic,26,1
880747,Sarah,Mann,M,1991-10-23,2433.47,2023-06-13,Greene Inc,Travel,35,6
63966,Bianca,Bell,Unknown,1980-10-25,54.06,2023-06-14,Herring-Walsh,Clothing,46,6
269658,Michael,Reid,F,2002-10-20,83.38,2023-02-24,Holt and Sons,Clothing,24,2
998320,Brenda,Haas,M,1963-10-30,90.16,2023-09-17,Hill LLC,Restaurant,63,9
538301,Anita,Ramirez,Unknown,1997-10-21,274.8,2023-07-14,Brown Group,Clothing,29,7
664294,Ashley,Smith,M,2005-10-19,927.47,2023-01-07,Turner Group,Travel,21,1
949304,Deborah,Leonard,F,1997-10-21,66.11,2023-01-14,Nguyen-Booth,Clothing,29,1
71844,Christopher,Harmon,F,2003-10-20,144.23,2023-01-04,"Frazier, Edwards and Wall",Cosmetic,23,1
160904,Scott,Chase,M,1971-10-28,2163.17,2023-04-10,"Hudson, Fry and Moore",Travel,55,4
140041,Erika,Vazquez,F,1965-10-29,701.38,2023-01-02,Miller LLC,Electronics,61,1
760246,Joseph,Jones,F,1981-10-25,50.36,2023-04-01,"Jones, Sutton and Burton",Restaurant,45,4
954346,Patrick,Knight,M,1955-11-01,94.07,2023-03-17,Lewis Ltd,Cosmetic,71,3
603507,Scott,Daniels,M,1960-10-30,125.92,2023-07-29,"Kelly, Osborne and Moore",Clothing,66,7
428653,Shannon,Duke,F,2000-10-20,193.66,2023-05-08,"Wright, Christian and Moon",Clothing,26,5
483307,Joseph,Torres,F,2001-10-20,78.67,2023-09-19,Lang-Powell,Electronics,25,9
80027,Denise,Mathews,Unknown,1957-10-31,264.96,2023-03-16,Stone-Joseph,Market,69,3
524694,Michael,Yang,F,1968-10-28,974.83,2023-03-03,"Jones, Cortez and Weaver",Travel,58,3
779318,Robert,Mendoza,F,1985-10-24,13.91,2023-02-14,Shelton PLC,Restaurant,41,2
714392,Madison,Liu,F,1992-10-22,199.06,2023-07-17,Whitehead-Santos,Clothing,34,7
97841,Kristin,Richardson,Unknown,1966-10-29,624.17,2023-05-15,"Hart, Lynch and Gonzalez",Electronics,60,5
814720,James,Stewart,Unknown,1991-10-23,202.51,2023-04-09,"Anderson, Garcia and Beard",Market,35,4
713796,Mark,Anderson,M,1969-10-28,88.84,2023-10-06,Haney-Palmer,Cosmetic,57,10
999791,Kyle,Wade,F,1981-10-25,50.64,2023-05-21,Brown Ltd,Restaurant,45,5
514760,Harold,Smith,M,1956-10-31,212.61,2023-10-05,Melendez-Bennett,Clothing,70,10
671409,James,Parker,M,1971-10-28,1658.37,2023-06-01,"Hall, Wright and Jefferson",Travel,55,6
787275,Rebecca,Lopez,M,1995-10-22,53.81,2023-02-06,Nelson Inc,Market,31,2
416580,Sherri,Rich,M,1971-10-28,45.31,2023-03-17,"Wright, James and Smith",Cosmetic,55,3
584239,Christopher,Campbell,M,1958-10-31,73.39,2023-05-26,Johnson Inc,Restaurant,68,5
883989,Cameron,Nielsen,M,1974-10-27,45.99,2023-07-11,Evans LLC,Restaurant,52,7
810891,Chase,Garcia,F,1988-10-23,131.53,2023-04-22,Ingram-Lucas,Electronics,38,4
311624,Donald,Glass,M,1984-10-24,31.97,2023-09-21,Weiss Ltd,Clothing,42,9
173126,Michael,Williams,M,1985-10-24,288.53,2023-02-17,Mcmillan Inc,Clothing,41,2
820056,Christopher,Reynolds,M,1994-10-22,2774.08,2023-10-10,Hall and Sons,Travel,32,10
683369,Mark,Bailey,F,1948-11-02,306.21,2023-06-08,"Velasquez, Shah and Thomas",Market,78,6
269539,John,Davis,F,1972-10-27,214.52,2023-04-07,"Aguilar, Rodriguez and Cruz",Clothing,54,4
757732,Roger,Riley,F,1962-10-30,85.54,2023-08-16,Adkins-Weiss,Cosmetic,64,8
604713,Ashley,Campbell,F,1960-10-30,105.78,2023-02-04,"Levy, Nelson and Wilson",Clothing,66,2
77950,Jason,Jones,M,2004-10-19,424.61,2023-09-21,Campbell-Newman,Market,22,9
427939,Gwendolyn,Wiley,M,1969-10-28,136.61,2023-03-07,Wilson PLC,Clothing,57,3
152372,Richard,Williams,Unknown,1976-10-26,775.24,2023-05-23,Jones Group,Electronics,50,5
197007,Kathy,Maldonado,F,1999-10-21,273.92,2023-06-17,"Hernandez, Wiggins and Duncan",Clothing,27,6
308476,Sean,Reilly,F,2000-10-20,140.4,2023-07-17,Garcia Group,Clothing,26,7
805058,Kayla,Holt,M,1983-10-25,289.85,2023-03-28,Thornton-Ibarra,Electronics,43,3
212969,Amy,Powell,F,2001-10-20,209.17,2023-04-08,Guerrero-Delgado,Market,25,4
111995,Melissa,Turner,F,1973-10-27,73.27,2023-09-04,Reyes-Perkins,Restaurant,53,9
613364,Tina,Lucas,F,1982-10-25,284.62,2023-06-19,James-Bennett,Electronics,44,6
838364,Matthew,Moody,M,1972-10-27,866.42,2023-07-17,"Hill, Bell and Morris",Electronics,54,7
252520,Anthony,Armstrong,Unknown,2004-10-19,2720.55,2023-02-13,Proctor-Rodgers,Travel,22,2
358563,Richard,Lowery,M,1986-10-24,36.44,2023-08-29,"Robles, Jackson and Lang",Clothing,40,8
231013,Joan,Marquez,M,1953-11-01,529.08,2023-04-14,Mullen-Jones,Travel,73,4
311124,Jacqueline,Gonzalez,F,1977-10-26,524.45,2023-09-03,Downs-Donovan,Electronics,49,9
752844,Paul,Potter,M,1986-10-24,31.99,2023-01-12,Mejia-Farley,Clothing,40,1
872305,Kevin,Hensley,F,1950-11-02,123.18,2023-01-02,Chan-Myers,Clothing,76,1
696669,Jose,Green,Unknown,1956-10-31,10.02,2023-05-06,Reed-Warner,Cosmetic,70,5
455713,Erin,Baker,M,1974-10-27,59.0,2023-04-12,Fisher Group,Restaurant,52,4
985602,Kimberly,Gonzalez,M,1950-11-02,232.62,2023-09-03,"Orozco, Patterson and Robinson",Clothing,76,9
209862,Barbara,Collins,M,1990-10-23,173.02,2023-01-17,Nichols-Brown,Cosmetic,36,1
259800,Kelly,Bush,F,1976-10-26,168.69,2023-02-14,"Jones, Franklin and Lambert",Cosmetic,50,2
733597,David,Morgan,F,1986-10-24,58.04,2023-02-22,Mann-Mccormick,Restaurant,40,2
655471,Amy,Davis,F,2005-10-19,464.17,2023-02-22,Burke Group,Market,21,2
827843,Jacqueline,Gordon,F,1973-10-27,766.06,2023-05-15,Wu LLC,Travel,53,5
726336,David,Barber,F,1953-11-01,39.24,2023-01-17,Lopez-Gonzalez,Restaurant,73,1
7793,Linda,Pittman,F,1948-11-02,12.67,2023-02-16,Gray-Smith,Restaurant,78,2
151825,Sara,Gonzalez,M,1949-11-02,1981.24,2023-10-04,"Frey, Davis and Davis",Travel,77,10
178979,Jennifer,Villegas,M,1984-10-24,215.27,2023-02-03,Taylor-Lewis,Market,42,2
59423,Franklin,Mason,F,1962-10-30,290.5,2023-05-16,"Parsons, Ballard and Kelley",Clothing,64,5
957395,Eric,Richard,M,1988-10-23,425.61,2023-09-03,Scott Ltd,Market,38,9
187306,Michael,Acosta,Unknown,1962-10-30,226.16,2023-07-01,"Goodwin, Lopez and Skinner",Clothing,64,7
379290,Robert,Ramos,M,1970-10-28,115.83,2023-07-20,Duran-Hawkins,Clothing,56,7
508537,Whitney,Jones,Unknown,1960-10-30,147.81,2023-08-09,"Thomas, Harrell and Davenport",Market,66,8
760506,Anthony,Ball,M,1971-10-28,2471.45,2023-08-04,Richards Ltd,Travel,55,8
830134,Manuel,Mullen,M,1983-10-25,200.02,2023-02-19,"Jennings, Lopez and Lamb",Clothing,43,2
228033,George,Sullivan,M,1960-10-30,1893.84,2023-09-24,Cox-Brown,Travel,66,9
115511,Brandy,Whitehead,M,1950-11-02,265.58,2023-04-25,Nicholson-Gonzales,Clothing,76,4
857685,Todd,Hunt,M,1983-10-25,105.68,2023-06-23,"Meyer, Ryan and Conway",Market,43,6
659582,Brianna,Brown,F,1996-10-21,18.96,2023-06-11,"Ellis, Chambers and Wilson",Cosmetic,30,6
845147,Teresa,Hunter,F,1954-11-01,241.12,2023-08-21,Fernandez Group,Clothing,72,8
975406,Tabitha,Wood,Unknown,1962-10-30,2648.72,2023-08-05,Little-Solomon,Travel,64,8
216148,Sheila,Hall,M,1980-10-25,488.7,2023-04-07,Robinson-Gibson,Electronics,46,4
325243,Cory,Hernandez,F,1975-10-27,98.1,2023-05-19,"Gonzalez, Lowe and Key",Restaurant,51,5
36470,Mary,Rodriguez,F,1978-10-26,764.15,2023-07-04,"Hernandez, Johnson and Anderson",Electronics,48,7
895352,Kimberly,Smith,F,1958-10-31,82.77,2023-04-24,"Robles, Miller and Perez",Restaurant,68,4
512231,Gregory,Ortega,M,1977-10-26,193.57,2023-06-04,"Smith, Kerr and Brooks",Market,49,6
733759,Kim,Gonzalez,F,1993-10-22,593.21,2023-02-22,Hernandez LLC,Electronics,33,2
169890,Cassandra,Larson,M,1959-10-31,2585.86,2023-05-30,Martinez Inc,Travel,67,5
746742,Deborah,Johnson,F,2002-10-20,484.35,2023-06-26,Tucker-Moreno,Market,24,6
376133,Alexander,Holmes,M,1960-10-30,359.88,2023-10-04,Stout-Brock,Market,66,10
898170,Gary,Montoya,M,1993-10-22,165.96,2023-04-22,Fox Inc,Cosmetic,33,4
766756,Audrey,Ho,M,1973-10-27,52.29,2023-09-13,Davis Group,Market,53,9
559660,Ethan,Jackson,F,2002-10-20,76.07,2023-07-11,"Case, Johnson and Wells",Restaurant,24,7
523959,Julie,Nelson,M,1988-10-23,161.17,2023-02-27,"Miller, Garza and Harvey",Cosmetic,38,2
135321,Erika,Owens,M,1977-10-26,692.42,2023-09-04,Norton LLC,Electronics,49,9
956541,Jillian,Greene,F,1949-11-02,85.14,2023-04-30,Anderson-Stephens,Cosmetic,77,4
542031,Denise,Wolfe,F,1953-11-01,115.53,2023-07-16,Berry-Huerta,Market,73,7
875584,Monique,Bright,M,1954-11-01,51.63,2023-09-02,Tucker Group,Clothing,72,9
611091,Melissa,Burns,M,1975-10-27,61.23,2023-08-10,"Smith, Everett and Ellis",Restaurant,51,8
670772,Nicholas,Maynard,Unknown,1949-11-02,603.67,2023-03-30,Rodriguez Group,Electronics,77,3
527458,Edward,Pitts,M,2001-10-20,327.2,2023-04-29,Lewis Ltd,Electronics,25,4
403988,Jillian,Gonzales,M,1963-10-30,98.19,2023-06-15,"Aguirre, Thompson and Davis",Restaurant,63,6
7829,Kathleen,Carey,M,1962-10-30,18.03,2023-06-16,Gonzalez-Larson,Restaurant,64,6
99529,Claudia,Gillespie,M,1991-10-23,128.19,2023-06-17,Li-Lucas,Market,35,6
889604,Caitlyn,Dyer,F,1977-10-26,97.47,2023-01-02,Guzman Ltd,Restaurant,49,1
531316,Robert,Snyder,F,2005-10-19,537.07,2023-06-24,Williams Group,Travel,21,6
443377,Autumn,Hall,M,1994-10-22,791.56,2023-01-02,Bailey and Sons,Electronics,32,1
723676,Christopher,York,F,1975-10-27,87.06,2023-02-19,"James, West and Smith",Clothing,51,2
609070,Jesse,Dodson,M,1950-11-02,741.27,2023-07-02,Chandler-Watkins,Electronics,76,7
848726,Leslie,Walker,M,1994-10-22,527.27,2023-02-21,Green LLC,Electronics,32,2
966310,Daniel,Jenkins,M,1980-10-25,80.19,2023-02-10,Taylor-Thompson,Restaurant,46,2
618528,Benjamin,Carpenter,M,1983-10-25,14.92,2023-01-04,Owens LLC,Restaurant,43,1
696639,Brianna,Harris,M,1956-10-31,196.46,2023-01-24,Wood-Williams,Electronics,70,1
537845,Justin,Reed,Unknown,1993-10-22,424.43,2023-04-02,Nixon-Thompson,Market,33,4
202536,Alex,Bryant,F,1981-10-25,505.33,2023-08-17,Garcia and Sons,Electronics,45,8
455049,Jeremiah,Austin,F,1999-10-21,1641.29,2023-06-20,Haley-Smith,Travel,27,6
893073,Sheila,Martinez,F,1959-10-31,122.58,2023-02-07,"Romero, Woods and Flores",Cosmetic,67,2
513376,Crystal,Brown,Unknown,1971-10-28,274.06,2023-10-03,Day LLC,Clothing,55,10
6526,Joseph,Horton,F,1969-10-28,344.11,2023-02-17,"Cook, Estrada and Anderson",Market,57,2
807777,Zachary,Cooley,M,1949-11-02,83.0,2023-03-29,Henderson Ltd,Restaurant,77,3
557862,Michael,Miles,F,2002-10-20,2045.17,2023-07-04,Carter Group,Travel,24,7
26510,Jason,Lang,Unknown,1960-10-30,93.86,2023-06-16,"Hernandez, Smith and Molina",Market,66,6
384523,Jose,Ruiz,M,1950-11-02,265.62,2023-01-22,Stone Ltd,Electronics,76,1
491218,Angela,Harmon,Unknown,1968-10-28,91.53,2023-05-31,"Henderson, Brooks and Sanchez",Market,58,5
382546,Tristan,Gray,Unknown,2004-10-19,742.48,2023-06-22,"Powell, Spencer and Abbott",Electronics,22,6
326446,Jose,Taylor,M,1954-11-01,2260.68,2023-05-05,Alexander-Miller,Travel,72,5
124147,Felicia,Simon,F,1969-10-28,784.94,2023-10-05,"Lester, West and Walker",Travel,57,10
401596,Chelsea,King,F,1997-10-21,125.32,2023-01-28,"Cain, Ross and Sanchez",Cosmetic,29,1
469417,Kimberly,Maynard,F,1949-11-02,998.0,2023-05-20,"Parker, Fuller and Coleman",Electronics,77,5
66785,Kyle,Smith,F,1962-10-30,81.6,2023-09-03,Sanders-Lamb,Restaurant,64,9
616911,Glenn,Wright,F,1970-10-28,103.34,2023-08-20,Coleman LLC,Cosmetic,56,8
643778,Amber,Gonzales,F,1983-10-25,49.77,2023-07-29,Carter-Garcia,Restaurant,43,7
485816,Tamara,Wilson,M,1968-10-28,168.02,2023-01-27,Mcintosh-Snyder,Cosmetic,58,1
